wmi	make	country	region	source	all_makes
L4Y	QINGQI	GERMANY	EUROPE	KBA	
L50	LINK FAHRZEUGBAU	GERMANY	EUROPE	KBA	
L51	LANGGUTH	GERMANY	EUROPE	KBA	
L52	LEVEN	GERMANY	EUROPE	KBA	
L53	LEIBER	GERMANY	EUROPE	KBA	
L54	LOEWE	GERMANY	EUROPE	KBA	
L55	LAGEMANN	GERMANY	EUROPE	KBA	
L56	RENAULT			VININFO	
L57	LEICHTMOBILE	GERMANY	EUROPE	KBA	
L58	LORINSER	GERMANY	EUROPE	KBA	
L59	HERM. LEFFERS	GERMANY	EUROPE	KBA	
L5C	ZHEJIANG KANGDI VEHICLES CO., LTD. (MOTORCYCLES, ATVS)			WIKI	
L5E	ZOOMLION HEAVY INDUSTRY SCIENCE & TECHNOLOGY CO., LTD.			WIKI	
L5J	ZHEJIANG YONGJIANG	GERMANY	EUROPE	KBA	
L5K	ZHEJIANG YONGKANG EASY VEHICLE			WIKI	
L5N	ZHEJIANG TAOTAO (ATV & MOTORCYCLES)			WIKI	
L5R	JIANGSU DAFIER	GERMANY	EUROPE	KBA	
L5Y	MERATO MOTORCYCLE TAIZHOU ZHONGNENG			VININFO	
L60	LETECH	GERMANY	EUROPE	KBA	
L61	LOWIS	GERMANY	EUROPE	KBA	
L62	LUDMANN	GERMANY	EUROPE	KBA	
L66	ZHUHAI GRANTON BUS AND COACH CO. LTD.			WIKI	
L6F	SHANDONG LIANGZI	GERMANY	EUROPE	KBA	
L6J	ZHEJIANG KAYO	GERMANY	EUROPE	KBA	
L6K	SHANGHAI HOWHIT MACHINERY MANUFACTURE CO. LTD.			WIKI	
L6T	GEELY			VININFO	
L6X	CHONGQING DONGBEN	GERMANY	EUROPE	KBA	
L7D	YONGKANG CHANGSHUN	GERMANY	EUROPE	KBA	
L80	CHONGQING LIANFEI	GERMANY	EUROPE	KBA	
L82	BAOTIAN			WIKI	
L84	ZHEJIANG RENLI	GERMANY	EUROPE	KBA	
L85	HUABAO	GERMANY	EUROPE	KBA	
L8A	JINHUA YOUNGMAN AUTOMOBILE MANUFACTURING CO., LTD.			WIKI	
L8B	ZHEJIANG JINLI	GERMANY	EUROPE	KBA	
L8P	ZHEJIANG SHENMAO	GERMANY	EUROPE	KBA	
L8X	ZHEJIANG SUMMIT HUAWIN MOTORCYCLE			WIKI	
L8Y	SHANGHAI SHENKE	GERMANY	EUROPE	KBA	
L9G	ZHUHAI GUANGTONG AUTOMOBILE CO., LTD.			WIKI	
L9N	ZHEJIANG TAOTAO VEHICLES CO., LTD.			WIKI	
LA6	XIAMEN KING LONG UNITED AUTOMOTIVE INDUSTRY CO., LTD.			WIKI	
LA7	RADAR AUTO (GEELY)			WIKI	
LA8	ANHUI ANKAI			WIKI	
LA9	BYD	CHINA	ASIA	VINGO	
LAA	SHANGHAI JIALING VEHICLE CO., LTD. (MOTORCYCLE)			WIKI	
LAE	JINAN QINGQI	GERMANY	EUROPE	KBA	
LAK	CHANGZHOU LANX.	GERMANY	EUROPE	KBA	
LAL	HONDA	CHINA	ASIA	VINGO	
LAN	CHANGZHOU YAMASAKI	GERMANY	EUROPE	KBA	
LAP	CHONGQING JIANSHE	GERMANY	EUROPE	KBA	
LAT	LUOYANG NORTHERN MC	GERMANY	EUROPE	KBA	
LAW	QIANJIANG	GERMANY	EUROPE	KBA	
LB1	MERCEDES-BENZ			VINGO	
LB2	GEELY MOTORCYCLES			WIKI	
LB3	GEELY AUTOMOBILE (GEELY, GALAXY, GEOMETRY, KANDI)			WIKI	
LB4	CHONGQING YINXIANG	GERMANY	EUROPE	KBA	
LB5	FOSHAN CITY FOSTI MOTORCYCLE CO., LTD.			WIKI	
LB7	TIBET NEW SUMMIT	GERMANY	EUROPE	KBA	
LBB	HARLEY DAVIDSON	CHINA	ASIA	VINGO	
LBD	ZHEJIANG CHANGLING	GERMANY	EUROPE	KBA	
LBE	BEIJING HYUNDAI			VININFO	
LBF	LUOYANG NORTHERN	GERMANY	EUROPE	KBA	
LBM	PIAGGIO	GERMANY	EUROPE	KBA	
LBP	YAMAHA	CHINA	ASIA	VINGO	
LBV	BMW BRILLIANCE			VININFO	
LBX	JIANGSU KINROAD XINTIAN MOTORCYCLE MANUFACTURE CO. LTD. (MOTORCYCLES)			WIKI	
LBZ	YANTAI SHUCHI VEHICLE CO., LTD.			WIKI	
LC0	BYD BUS	CHINA	ASIA	VININFO	
LC2	CHANGZHOU KWANG.	GERMANY	EUROPE	KBA	
LC6	SUZUKI	CHINA	ASIA	VINGO	
LCC	开瑞			NHTSA_REPO	
LCE	KTM	CHINA	ASIA	VINGO	
LCL	CHUN LAN GROUP	GERMANY	EUROPE	KBA	
LCN	力帆			NHTSA_REPO	
LCR	GONOW			WIKI	
LCU	丰田			NHTSA_REPO	
LD1	LINDDANA	GERMANY	EUROPE	KBA	
LD3	GUANGDONG TAYO	GERMANY	EUROPE	KBA	
LD5	BENZHOU VEHICLE INDUSTRY GROUP LTD. (MOTORCYCLE)			WIKI	
LD9	SITECH			WIKI	
LDA	GUANGZHOU FEKON	GERMANY	EUROPE	KBA	
LDB	DADI AUTO			WIKI	
LDC	DONGFENG PEUGEOT-CITROËN			VININFO	
LDD	DANDONG HUANGHAI AUTOMOBILE			WIKI	
LDF	DEZHOU FULU VEHICLE CO., LTD. (MOTORCYCLES), BAW YUANBAO ELECTRIC CAR (ACE P1 IN NORWAY)			WIKI	
LDK	FAW BUS (DALIAN) CO., LTD.			WIKI	
LDN	MITSUBISHI			VINGO	
LDP	RENAULT	CHINA		VINGO	
LDU	CHONGQING HUANGHE	GERMANY	EUROPE	KBA	
LDY	ZHONGTONG COACH			VININFO	
LE4	BEIJING BENZ			VININFO	
LE6	WUXI CELIMO	GERMANY	EUROPE	KBA	
LE8	HUANAN MOTORS	GERMANY	EUROPE	KBA	
LEC	TIANJIN QINGYUAN ELECTRIC VEHICLE CO., LTD.			WIKI	
LEF	JIANGLING MOTORS CORPORATION LTD.			WIKI	
LEH	ZHEJIANG RIYA MOTORCYCLE CO. LTD.			WIKI	
LEP	马自达			NHTSA_REPO	
LES	ISUZU	TAIWAN	ASIA	VINGO	
LET	ISUZU			VINGO	
LEW	DONGFENG COMMERCIAL VEHICLE			WIKI	
LF0	JIANGXI DORCEN	GERMANY	EUROPE	KBA	
LF1	斯巴鲁			NHTSA_REPO	
LF3	CHONGQING LIFAN	GERMANY	EUROPE	KBA	
LFA	FORD			VINGO	
LFB	MAZDA			VINGO	
LFC	SANY	GERMANY	EUROPE	KBA	
LFF	ZHEJIANG WANGYE	GERMANY	EUROPE	KBA	
LFG	TAIZHOU CHUANL	GERMANY	EUROPE	KBA	
LFH	CHONGQING LIFAN	GERMANY	EUROPE	KBA	
LFJ	FUJIAN MOTORS GROUP (KEYTON)			WIKI	
LFM	FAW TOYOTA			VININFO	
LFN	FAW BUS (WUXI) CO., LTD. (TRUCK, BUS)			WIKI	
LFP	FAW CAR	CHINA	ASIA	VININFO	
LFT	FAW (TRAILERS)			WIKI	
LFU	LIFENG	GERMANY	EUROPE	KBA	
LFV	FAW-VOLKSWAGEN			VININFO	
LFW	FAW JIEFANG (TRUCK)			WIKI	
LFX	SANY HEAVY INDUSTRY (TRUCK)			WIKI	
LFY	CHANGSHU LIGHT MOTORCYCLE FACTORY			WIKI	
LFZ	LEAPMOTOR			WIKI	
LG0	ZHEJIANG SHENMAO	GERMANY	EUROPE	KBA	
LG6	DAYUN GROUP			WIKI	
LG9	BYD	CHINA	ASIA	VINGO	
LGA	DONGFENG COMMERCIAL VEHICLE CO., LTD. TRUCKS			WIKI	
LGB	DONGFENG NISSAN			VININFO	
LGC	DONGFENG COMMERCIAL VEHICLE CO., LTD. BUS CHASSIS			WIKI	
LGD	东风			NHTSA_REPO	
LGF	DONGFENG COMMERCIAL VEHICLE CO., LTD. BUS CHASSIS			WIKI	
LGG	DONGFENG LIUZHOU MOTOR (FORTHING/FENGXING)			WIKI	
LGH	DONG FENG (DFM)			VININFO	
LGJ	DONGFENG FENGSHEN			VININFO	
LGK	东风			NHTSA_REPO	
LGL	GUILIN DAEWOO			WIKI	
LGV	HESHAN GUOJI	GERMANY	EUROPE	KBA	
LGW	GREAT WALL (HAVEL)	CHINA		VININFO	
LGX	BYD AUTO	CHINA	ASIA	VININFO	
LGZ	GUANGZHOU DENWAY BUS			WIKI	
LH0	WM MOTOR TECHNOLOGY CO., LTD. (WELTMEISTER)			WIKI	
LH1	FAW HAIMA			VININFO	
LHA	SHUANGHUAN	GERMANY	EUROPE	KBA	
LHB	BEIJING AUTOMOTIVE INDUSTRY HOLDING			WIKI	
LHC	本田			NHTSA_REPO	
LHG	GUANGZHOU HONDA	JAPAN		VININFO	
LHJ	CHONGQING ASTRONAUTIC BASHAN MOTORCYCLE MANUFACTURING CO., LTD.			WIKI	
LHM	RENAULT			VINGO	
LHN	NINGBO HARVEST	GERMANY	EUROPE	KBA	
LHW	CRRC ELECTRIC VEHICLE CO., LTD.			WIKI	
LJ1	JAC			VININFO	
LJ4	SHANGHAI JMSTAR	GERMANY	EUROPE	KBA	
LJ5	CIXI KING.	GERMANY	EUROPE	KBA	
LJ7	JIANGSU ZHONGXING	GERMANY	EUROPE	KBA	
LJ8	ZOTYE AUTO			WIKI	
LJC	JINCHENG CORPORATION			WIKI	
LJD	DONGFENG YUEDA KIA			VININFO	
LJL	ZHEJIANG LINGYU	GERMANY	EUROPE	KBA	
LJM	SUNLONG			WIKI	
LJN	NISSAN			VINGO	
LJR	CIMC VEHICLES GROUP (TRUCK TRAILER)			WIKI	
LJS	YANGZHOU YAXING	GERMANY	EUROPE	KBA	
LJU	LOTUS	CHINA	ASIA	VINGO	
LJV	SINOTRUK CHENGDU WANGPAI COMMERCIAL VEHICLE CO., LTD.			WIKI	
LJW	JMC LANDWIND			WIKI	
LJX	FORD			VINGO	
LK2	ANHUI JAC BUS			WIKI	
LK6	SAIC-GM-WULING (WULING, BAOJUN) MICROCARS AND OTHER VEHICLES			WIKI	
LK8	ZHEJIANG YULE NEW ENERGY AUTOMOBILE TECHNOLOGY CO., LTD.			WIKI	
LKB	FOTON LOVOL	GERMANY	EUROPE	KBA	
LKC	BAIC COMMERCIAL VEHICLES, PREVIOUSLY CHANGHE			WIKI	
LKG	LOTUS			VINGO	
LKH	HAFEI MOTOR			WIKI	
LKK	JIANGSU JINJIE	GERMANY	EUROPE	KBA	
LKL	SUZHOU KING LONG			VININFO	
LKT	YUNNAN LIFAN JUNMA VEHICLE CO., LTD. COMMERCIAL VEHICLES			WIKI	
LL0	SANMEN COUNTY YONGFU MACHINE CO., LTD. (MOTORCYCLES)			WIKI	
LL2	WM MOTOR TECHNOLOGY CO., LTD. (WELTMEISTER)			WIKI	
LL3	XIAMEN GOLDEN DRAGON BUS CO. LTD.			WIKI	
LL6	MITSUBISHI			VINGO	
LL8	YAMAHA	CHINA	ASIA	VINGO	
LLC	LONCIN GROUP	GERMANY	EUROPE	KBA	
LLF	大众			NHTSA_REPO	
LLJ	JIANGSU XINLING MOTORCYCLE FABRICATE CO., LTD.			WIKI	
LLN	QOROS			WIKI	
LLP	ZHEJIANG JIAJUE	GERMANY	EUROPE	KBA	
LLT	福迪			NHTSA_REPO	
LLU	DONGFENG FENGXING JINGYI			WIKI	
LLV	LIFAN			VININFO	
LLX	YUDO AUTO			WIKI	
LM0	WANGYE HOLDINGS CO., LTD. (MOTORCYCLES)			WIKI	
LM1	SUZUKI	JAPAN	ASIA	VINGO	
LM4	SUZUKI	TAIWAN	ASIA	VINGO	
LM5	ISUZU	TAIWAN	ASIA	VINGO	
LM6	BRILLIANCE SHINERAY	GERMANY	EUROPE	KBA	
LM8	SERES (FORMERLY SF MOTORS), AITO			WIKI	
LMC	SUZUKI			VINGO	
LME	NANJING GOLD. DRAGON	GERMANY	EUROPE	KBA	
LMF	JIANGMEN ZHONGYU MOTOR CO., LTD.			WIKI	
LMG	GAC TRUMPCHI			VININFO	
LMH	JIANGSU GUOWEI MOTOR CO., LTD. (MOTOLEADER)			WIKI	
LMP	GEELY SICHUAN COMMERCIAL VEHICLE CO., LTD.			WIKI	
LMV	HAIMA CAR CO., LTD.			WIKI	
LMW	DODGE			VINGO	
LMX	FORTHING (DONGFENG FENGXING)			WIKI	
LN1	SUZUKI	JAPAN	ASIA	VINGO	
LN8	猎豹			NHTSA_REPO	
LNA	GAC AION NEW ENERGY AUTOMOBILE CO., LTD., HYCAN			WIKI	
LNB	BAIC MOTOR (SENOVA, WEIWANG, HUANSU) & ARCFOX & XIAOMI SU7 BUILT BY BAIC			WIKI	
LND	JMEV (JIANGXI JIANGLING GROUP NEW ENERGY VEHICLE CO., LTD.), EVEASY/MOBILIZE LIMO			WIKI	
LNE	ZHEJIANG CRRC ELECTRIC VEHICLE CO., LTD.			WIKI	
LNG	JIANGM.GIANTCO	GERMANY	EUROPE	KBA	
LNN	CHERY AUTOMOBILE, OMODA, JAECOO			WIKI	
LNP	FIAT			VINGO	
LNV	IVECO			VINGO	
LNX	DONGFENG LIUZHOU MOTOR (CHENGLONG TRUCKS)			WIKI	
LNY	YUEJIN			WIKI	
LP6	HAOJIAN	GERMANY	EUROPE	KBA	
LPA	CHANGAN PSA (DS AUTOMOBILES)			VININFO	
LPE	BYD	CHINA	ASIA	VINGO	
LPM	马自达			NHTSA_REPO	
LPR	YAMAHA	FRANCE	ASIA	VINGO	
LPS	POLESTAR	GERMANY	EUROPE	KBA	
LR4	YADI TECHNOLOGY GROUP			WIKI	
LR6	GUANGZHOU DAYUN VEHICLE CO., LTD.			WIKI	
LRB	BUICK CHINA	CHINA	ASIA	VININFO	
LRD	BEIJING FOTON DAIMLER AUTOMOTIVE CO., LTD. AUMAN TRUCKS			WIKI	
LRE	BUICK	CHINA	ASIA	VINGO	
LRH	华泰			NHTSA_REPO	
LRP	CHONGQING RATO POWER CO. LTD.			WIKI	
LRR	NINGBO LONGJIA	GERMANY	EUROPE	KBA	
LRW	TESLA CHINA	UNITED STATES		VININFO	
LS1	南骏牌			NHTSA_REPO	
LS3	HEJIA NEW ENERGY VEHICLE CO., LTD			WIKI	
LS4	CHANGAN AUTOMOBILE (MPV/SUV)			WIKI	
LS5	CHANGAN SUZUKI			VININFO	
LS6	CHANGAN AUTOMOBILE & DEEPAL AUTOMOBILE & AVATR			WIKI	
LS7	JMC HEAVY DUTY TRUCK CO., LTD.			WIKI	
LS8	HENAN SHAOLIN AUTO CO., LTD.			WIKI	
LSA	野马			NHTSA_REPO	
LSC	CHANGAN AUTOMOBILE (LIGHT TRUCK)			WIKI	
LSF	CHEVROLET	CHINA		VINGO	
LSG	SAIC GENERAL MOTORS	UNITED STATES	ASIA	VININFO	
LSH	CHEVROLET	CHINA		VINGO	
LSJ	SAIC MG	CHINA		VININFO	
LSK	MAXUS	CHINA		VINGO	
LSS	SHANDONG ASIAWING	GERMANY	EUROPE	KBA	
LSV	SAIC VOLKSWAGEN			VININFO	
LSY	BRILLIANCE ZHONGHUA			VININFO	
LT1	YANGZHOU TONGHUA SEMI-TRAILER CO., LTD. (TRUCK TRAILER)			WIKI	
LTA	ZX AUTO			WIKI	
LTE	丰田			NHTSA_REPO	
LTH	雷克萨斯			NHTSA_REPO	
LTM	HONDA	CHINA		VINGO	
LTN	CHRYSLER			VINGO	
LTP	NATIONAL ELECTRIC VEHICLE SWEDEN AB			WIKI	
LTU	NINE TECH	GERMANY	EUROPE	KBA	
LTV	FAW TOYOTA (TIANJIN)			VININFO	
LTW	ZHEJIANG DIANKA AUTOMOBILE TECHNOLOGY CO. LTD. (ENOVATE)			WIKI	
LUB	HENAN SUDA	GERMANY	EUROPE	KBA	
LUC	HONDA	CHINA		VININFO	
LUD	NISSAN			VINGO	
LUG	QIANTU MOTOR			WIKI	
LUJ	ZHEJIANG SHANGQI	GERMANY	EUROPE	KBA	
LUR	CHERY AUTOMOBILE, ICAR			WIKI	
LUX	DONGFENG YULON MOTOR CO. LTD.			WIKI	
LUZ	HOZON AUTO NEW ENERGY AUTOMOBILE CO., LTD.			WIKI	
LV2	JIANGSU LVNENG	GERMANY	EUROPE	KBA	
LV3	HENGCHI AUTOMOBILE (EVERGRANDE GROUP)			WIKI	
LV7	JINAN QINGQI	GERMANY	EUROPE	KBA	
LVA	FOTON MOTOR			WIKI	
LVB	FOTON MOTOR TRUCK			WIKI	
LVC	FOTON MOTOR BUS			WIKI	
LVD	丰田			NHTSA_REPO	
LVF	SUZUKI			VINGO	
LVG	GAC TOYOTA			VININFO	
LVH	DONGFENG HONDA	JAPAN		VININFO	
LVM	CHERY COMMERCIAL VEHICLE			WIKI	
LVP	DONGFENG SOKON MOTOR COMPANY			WIKI	
LVR	CHANGAN MAZDA			VININFO	
LVS	CHANGAN FORD			VININFO	
LVT	CHERY AUTOMOBILE, EXEED, SOUEAST			WIKI	
LVU	CHERY AUTOMOBILE, JETOUR			WIKI	
LVV	CHERY			VININFO	
LVX	JIANGLING	GERMANY	EUROPE	KBA	
LVY	VOLVO	SWEDEN	ASIA	VININFO	
LVZ	DONGFENG SOKON MOTOR COMPANY			WIKI	
LW4	LI AUTO			WIKI	
LWB	HONDA	CHINA	ASIA	VINGO	
LWE	YANGTSE MOTOR GROUP			WIKI	
LWG	CHONGQING HUANSONG	GERMANY	EUROPE	KBA	
LWH	本田			NHTSA_REPO	
LWL	ISUZU			VINGO	
LWM	CHONGQING WONJAN MOTORCYCLE CO., LTD.			WIKI	
LWV	GAC FIAT			VININFO	
LWX	SHANGHAI WANXIANG AUTOMOBILE MANUFACTURING CO., LTD.			WIKI	
LX4	LANZHOU ZHIDOU	GERMANY	EUROPE	KBA	
LX6	JIANGMEN HUARI	GERMANY	EUROPE	KBA	
LX8	CHONGQING XGJAO	GERMANY	EUROPE	KBA	
LXA	JIANGMEN QIPAI MOTORCYCLE CO., LTD.			WIKI	
LXD	NINGBO DONGFANG LINGYUN VEHICLE MADE CO., LTD. (MOTORCYCLE)			WIKI	
LXG	XUZHOU CONSTRUCTION MACHINERY GROUP CO., LTD.			WIKI	
LXK	SHANGHAI MEITIAN MOTORCYCLE CO., LTD.			WIKI	
LXM	XIAMEN XIASHING	GERMANY	EUROPE	KBA	
LXN	LINK TOUR			WIKI	
LXR	JIANGSU XINRI	GERMANY	EUROPE	KBA	
LXV	BEIJING BORGWARD	GERMANY	EUROPE	KBA	
LXW	FORD			VINGO	
LXY	CHONGQING SHINERAY	GERMANY	EUROPE	KBA	
LY4	CHONGQING YINGANG SCIENCE & TECHNOLOGY GROUP CO., LTD. (MOTORCYCLE)			WIKI	
LYB	WEICHAI (YANGZHOU) YAXING AUTOMOBILE CO., LTD.			WIKI	
LYD	TAIZHOU CITY KAITONG MOTORCYCLE CO., LTD. (MOTORCYCLE)			WIKI	
LYJ	BEIJING ZHONGDAYANJING AUTO CO., LTD.			WIKI	
LYM	YAMAHA	CHINA		VINGO	
LYS	NANJING VMOTO	GERMANY	EUROPE	KBA	
LYU	HUANSU (BAIC MOTOR & YINXIANG GROUP)			WIKI	
LYV	VOLVO CHINA	SWEDEN	ASIA	VININFO	
LYX	JIANGSU SINSKI SONIK	GERMANY	EUROPE	KBA	
LYZ	JINLANG	GERMANY	EUROPE	KBA	
LZ0	SHANDONG WUZHENG GROUP CO., LTD.			WIKI	
LZ4	JIANGSU LINZHI SHANGYANG GROUP CO LTD.			WIKI	
LZ9	RAYSINCE			WIKI	
LZE	ISUZU GUANGZHOU	UNITED STATES	ASIA	VININFO	
LZF	IVECO			VINGO	
LZG	SHAANXI AUTOMOBILE GROUP			VININFO	
LZK	SINOTRUK (CNHTC) HUANGHE BUS			WIKI	
LZL	ZENGCHENG HAILI	GERMANY	EUROPE	KBA	
LZM	MAN			VININFO	
LZP	ZHONGSHAN GUOCHI MOTORCYCLE (BAOTIAN)			WIKI	
LZR	ZHEJIANG JIAJIAJUNENG	GERMANY	EUROPE	KBA	
LZS	ZONGSHEN INDUSTRIAL	GERMANY	EUROPE	KBA	
LZU	ISUZU			VINGO	
LZW	SAIC GM WULING			VININFO	
LZY	YUTONG			VININFO	
LZZ	SINOTRUK (CNHTC) (HOWO, SITRAK)			WIKI	
M00	MITRA	GERMANY	EUROPE	KBA	
M02	MANNESM.DEMAG-BAUMA.	GERMANY	EUROPE	KBA	
M03	MOSEL	GERMANY	EUROPE	KBA	
M04	MACK,HEINRICH	GERMANY	EUROPE	KBA	
M05	MATTHES	GERMANY	EUROPE	KBA	
M07	TEC MATHIS	GERMANY	EUROPE	KBA	
M08	MEILLER	GERMANY	EUROPE	KBA	
M09	MEIERLING	GERMANY	EUROPE	KBA	
M10	MANNESM.DEMAG-BAUMA.	GERMANY	EUROPE	KBA	
M11	MILAN	GERMANY	EUROPE	KBA	
M12	MERK	GERMANY	EUROPE	KBA	
M13	MAMEROW	GERMANY	EUROPE	KBA	
M14	MGI	GERMANY	EUROPE	KBA	
M15	MUELLERS & BACKHAUS	GERMANY	EUROPE	KBA	
M16	MAEHDR-WERKE,SINGW.	GERMANY	EUROPE	KBA	
M17	MEUSEL	GERMANY	EUROPE	KBA	
M18	MOETEFINDT	GERMANY	EUROPE	KBA	
M19	MÜNZ	GERMANY	EUROPE	KBA	
M20	MUNDERLOH	GERMANY	EUROPE	KBA	
M21	MUELLER,HELMUT	GERMANY	EUROPE	KBA	
M22	LOHNE	GERMANY	EUROPE	KBA	
M23	MEINERS	GERMANY	EUROPE	KBA	
M24	MENSING	GERMANY	EUROPE	KBA	
M25	MARQUARDT	GERMANY	EUROPE	KBA	
M26	MEIER,BURGSTEMMEN	GERMANY	EUROPE	KBA	
M27	DALLARA	GERMANY	EUROPE	KBA	
M28	MBN	GERMANY	EUROPE	KBA	
M29	MAFA	GERMANY	EUROPE	KBA	
M30	M+S	GERMANY	EUROPE	KBA	
M31	MAYER,H.	GERMANY	EUROPE	KBA	
M32	MEYER,HEINRICH	GERMANY	EUROPE	KBA	
M33	MILDNER	GERMANY	EUROPE	KBA	
M34	MENKE,SCHWARTAU	GERMANY	EUROPE	KBA	
M35	MK SIEMER	GERMANY	EUROPE	KBA	
M36	MITTERMAIR	GERMANY	EUROPE	KBA	
M37	MUELLER, NORTHEIM	GERMANY	EUROPE	KBA	
M38	MUELLER UMWELTTECHN.	GERMANY	EUROPE	KBA	
M39	MOESLEIN	GERMANY	EUROPE	KBA	
M3G	ISUZU			VINGO	
M40	MERSCH,FRANZ	GERMANY	EUROPE	KBA	
M41	MORHARD + RENTSCHLER	GERMANY	EUROPE	KBA	
M42	MAKOBEN	GERMANY	EUROPE	KBA	
M43	M&G	GERMANY	EUROPE	KBA	
M44	MENGELE	GERMANY	EUROPE	KBA	
M45	MICHELS	GERMANY	EUROPE	KBA	
M46	MOESSLEIN U.SOEHNE	GERMANY	EUROPE	KBA	
M47	MF TRIKE CENTER	GERMANY	EUROPE	KBA	
M48	MEERMEIER	GERMANY	EUROPE	KBA	
M49	MEUSBURGER	GERMANY	EUROPE	KBA	
M50	MAFI INDUSTRIEFAHRZ.	GERMANY	EUROPE	KBA	
M51	AH MTH	GERMANY	EUROPE	KBA	
M52	MAYR,PAUL	GERMANY	EUROPE	KBA	
M53	MENKE-JANZEN	GERMANY	EUROPE	KBA	
M54	MAYER.SCHLIENGEN	GERMANY	EUROPE	KBA	
M55	MECUSS,RUDOLF	GERMANY	EUROPE	KBA	
M56	MESSNER	GERMANY	EUROPE	KBA	
M57	MEYER,HILKO	GERMANY	EUROPE	KBA	
M58	MEP	GERMANY	EUROPE	KBA	
M59	MEINDL	GERMANY	EUROPE	KBA	
M60	MP FAHRZEUGBAU	GERMANY	EUROPE	KBA	
M61	MARCOTEC	GERMANY	EUROPE	KBA	
M62	MALINSKY	GERMANY	EUROPE	KBA	
M63	MUELLER,E.	GERMANY	EUROPE	KBA	
M64	MATTEN	GERMANY	EUROPE	KBA	
M65	MAG	GERMANY	EUROPE	KBA	
M66	MAYTEC	GERMANY	EUROPE	KBA	
M67	MEIER,BUERSTADT	GERMANY	EUROPE	KBA	
M68	MINKLER	GERMANY	EUROPE	KBA	
M69	MAFA,GRABOW	GERMANY	EUROPE	KBA	
M6F	UM LOHIA	GERMANY	EUROPE	KBA	
M6S	ESCORTS LIMITED	GERMANY	EUROPE	KBA	
M70	MUELLER,ANDERNACH	GERMANY	EUROPE	KBA	
M71	MEYERS	GERMANY	EUROPE	KBA	
M72	MORISKE	GERMANY	EUROPE	KBA	
M73	MEVISSEN	GERMANY	EUROPE	KBA	
M74	MAK	GERMANY	EUROPE	KBA	
M75	SPEZIAL	GERMANY	EUROPE	KBA	
M76	MASANNEK	GERMANY	EUROPE	KBA	
M77	MASCHINEN-U.ANTRIEBSTECH.	GERMANY	EUROPE	KBA	
M78	MAASS	GERMANY	EUROPE	KBA	
M79	MASCH.U.ANTRIEBST.	GERMANY	EUROPE	KBA	
M80	MBS	GERMANY	EUROPE	KBA	
M81	MOTORENTECHNIK MAYER	GERMANY	EUROPE	KBA	
M82	METAKON	GERMANY	EUROPE	KBA	
M83	TRIKE	GERMANY	EUROPE	KBA	
M84	MOOG	GERMANY	EUROPE	KBA	
M85	MALTRITZ	GERMANY	EUROPE	KBA	
M86	TECHNIK	GERMANY	EUROPE	KBA	
M87	M.L.TUNING	GERMANY	EUROPE	KBA	
M88	MAURER	GERMANY	EUROPE	KBA	
M89	MASCHINEN-U.ANTRIEBSTECH.	GERMANY	EUROPE	KBA	
M90	MICHALAK	GERMANY	EUROPE	KBA	
M91	MULTITRAILER.DE	GERMANY	EUROPE	KBA	
M92	RENT	GERMANY	EUROPE	KBA	
M93	MELKUS	GERMANY	EUROPE	KBA	
M94	MALI	GERMANY	EUROPE	KBA	
M95	MT KRAMER	GERMANY	EUROPE	KBA	
M96	METALL- U.ANLAGENBAU NORD	GERMANY	EUROPE	KBA	
M97	MINIMAX	GERMANY	EUROPE	KBA	
M98	MANSORY	GERMANY	EUROPE	KBA	
M99	MATEV	GERMANY	EUROPE	KBA	
MA0	MEIER	GERMANY	EUROPE	KBA	
MA1	MAHINDRA			VININFO	
MA2	SUZUKI	INDIA		VINGO	
MA3	SUZUKI	INDIA		VININFO	
MA4	SUZUKI	INDIA		VINGO	
MA5	SUZUKI	INDIA		VINGO	
MA6	GM INDIA			WIKI	
MA7	HONDA SIEL CARS			VININFO	
MA8	MHF TRAX	GERMANY	EUROPE	KBA	
MAA	KAWASAKI			VINGO	
MAB	MAHINDRA	GERMANY	EUROPE	KBA	
MAC	MAHINDRA	GERMANY	EUROPE	KBA	
MAD	MAHINDRA	GERMANY	EUROPE	KBA	
MAE	MAHINDRA	GERMANY	EUROPE	KBA	
MAF	MAHINDRA	GERMANY	EUROPE	KBA	
MAH	FIAT			VINGO	
MAJ	FORDS	INDIA	ASIA	VININFO	
MAK	HONDA			VINGO	
MAL	HYUNDAI	INDIA		VININFO	
MAN	MAN			VINGO	
MAP	MATTRO	GERMANY	EUROPE	KBA	
MAT	TATA	INDIA		VININFO	
MB1	ASHOK LEYLAND			WIKI	
MB2	HYUNDAI			VINGO	
MB7	REVA ELECTRIC CAR COMPANY/MAHINDRA REVA ELECTRIC VEHICLES PVT. LTD.			WIKI	
MB8	SUZUKI	INDIA		VINGO	
MBE	MAHINDRA	GERMANY	EUROPE	KBA	
MBF	ENFIELD	GERMANY	EUROPE	KBA	
MBH	NISSAN	SWITZERLAND		VININFO	
MBJ	TOYOTA			VINGO	
MBK	MAN			VINGO	
MBL	HERO MOTOCORP			WIKI	
MBR	MERCEDES-BENZ			VINGO	
MBU	ISUZU			VINGO	
MBV	PREMIER AUTOMOBILES LTD.			WIKI	
MBX	PIAGGIO	GERMANY	EUROPE	KBA	
MBY	ASIA MOTOR WORKS LTD.			WIKI	
MC1	FORCE MOTORS LTD.			WIKI	
